,ACC,ADANIENT,ADANIPORTS,AMARAJABAT,AMBUJACEM,APOLLOHOSP,APOLLOTYRE,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BANKBARODA,BATAINDIA,BEL,BHARATFORG,BHARTIARTL,BHEL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,ZYDUSLIFE,CANBK,CIPLA,COALINDIA,COLPAL,CONCOR,DABUR,DIVISLAB,DLF,DRREDDY,EICHERMOT,EXIDEIND,FEDERALBNK,GAIL,GLENMARK,GMRINFRA,GODREJCP,GRASIM,HAVELLS,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,IBULHSGFIN,ICICIBANK,IDEA,IGL,INDUSINDBK,INFY,IOC,ITC,JINDALSTEL,JSWSTEEL,JUBLFOOD,KOTAKBANK,L&TFH,LICHSGFIN,LT,LUPIN,M&M,M&MFIN,MARICO,MARUTI,MINDTREE,MOTHERSUMI,MRF,NMDC,NTPC,ONGC,PAGEIND,PETRONET,PFC,PIDILITIND,PNB,POWERGRID,RECLTD,RELIANCE,SAIL,SBIN,SIEMENS,SRF,SRTRANSFIN,SUNPHARMA,SUNTV,TATACHEM,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,TORNTPHARM,TVSMOTOR,UBL,ULTRACEMCO,UPL,VEDL,VOLTAS,WIPRO,ZEEL,AARTIIND,ABB,ABBOTINDIA,ABCAPITAL,ABFRL,ALKEM,APLLTD,ASTRAL,ATUL,AUBANK,BAJAJFINSV,BALKRISIND,BALRAMCHIN,BANDHANBNK,BERGEPAINT,BSOFT,CANFINHOME,CHAMBLFERT,CHOLAFIN,COFORGE,COROMANDEL,CROMPTON,CUB,CUMMINSIND,DALBHARAT,DEEPAKNTR,DELTACORP,DIXON,ESCORTS,FSL,GNFC,GODREJPROP,GRANULES,GSPL,GUJGASLTD,HAL,HDFCAMC,HDFCLIFE,HINDCOPPER,HONAUT,ICICIGI,ICICIPRULI,IDFC,IDFCFIRSTB,IEX,INDHOTEL,INDIACEM,INDIAMART,INDIGO,INDUSTOWER,INTELLECT,IPCALAB,IRCTC,JKCEMENT,LALPATHLAB,LAURUSLABS,LTI,LTTS,MANAPPURAM,MCDOWELL-N,MCX,METROPOLIS,MFSL,MGL,MPHASIS,MUTHOOTFIN,NAM-INDIA,NATIONALUM,NAUKRI,NAVINFLUOR,NBCC,NESTLEIND,OBEROIRLTY,OFSS,PEL,PERSISTENT,PFIZER,PIIND,POLYCAB,PVR,RAIN,RAMCOCEM,RBLBANK,SBICARD,SBILIFE,SHREECEM,STAR,SYNGENE,TATACOMM,TATACONSUM,TORNTPOWER,TRENT,WHIRLPOOL
10-May-22,2198.55,2109.5,769.1,513.45,358.2,3686.9,198.75,118.7,3086.35,603.1,659.75,3593.05,5928.45,101,1759.65,222.9,631.5,719.65,48.35,330.8,13521.35,353.45,3246.55,330.1,199.7,926.15,170.05,1589.9,611.7,502.55,4296.35,318.2,3914,2415.55,145.7,92.4,148.9,404.15,33.55,771.3,1542.1,1224.3,1072.55,2201.3,1341.05,2469.75,423,270.5,2180.4,139.85,711.3,8.7,347.25,910.75,1553,122,259.75,464.3,645.3,479.85,1797.15,80,347.1,1607.95,714.45,888.35,171.35,502.05,7515.9,3089.4,121.7,68810.05,140.85,155.45,154.45,40839.15,214,110.4,2203.25,33.3,243.65,120.35,2474.65,84.1,475.2,2250.35,2113.15,1160.35,861.85,436.55,967.35,391.75,222.15,1164.9,3438.75,1242.3,2137.35,2579.15,616.2,1458,6366.45,789.8,330.35,988.7,477.65,232.65,769,2230.55,16656.05,104.15,257.75,2971.55,719.25,1849.8,8286.85,1262.7,13630.1,1950.6,397.55,313.8,676.6,376.4,504.05,427.45,637.95,3649.3,882,345.55,121.55,981.25,1421.8,1935,233.45,3680.1,1578.25,111.85,816.95,1360.5,252.45,253.7,507.05,1550.65,1917.65,559.2,93.6,38579.75,1267.85,499,52.2,37.5,197.15,230.4,182.5,4388.65,1693.4,208,606.4,974.95,678.75,2337.9,2316.45,526.4,4332.15,3888.8,107.4,806.9,1201.05,2058,702,747.2,2650.5,1171.65,277.45,89.35,3704.05,3775.75,33.95,16520.6,843.75,3571.3,1913.85,3951.2,4217.85,2478.95,2393.55,1772.25,157.95,721.8,113,768.25,1081.05,24300.6,281.75,567.5,1001.9,745.8,468.6,1060.15,1565
11-May-22,2167.65,2119.3,759.9,510.25,359.05,3679.65,195.65,116.35,3053.65,584.4,672.35,3612.85,5807,101.25,1725.4,219,629.5,722.85,46.85,334.25,13394.25,347.1,3259.85,331.7,202.2,937.6,169.85,1576,605.65,507.1,4293.8,326.25,3884.05,2389.15,144.2,90.7,150.65,403.5,33.35,780.75,1535.35,1229.25,1060.9,2219.1,1348.6,2470.3,422.55,263.9,2163.5,111.15,714.2,8.65,350.55,923.35,1526.75,120.45,255.65,474.65,648.95,468.55,1809.95,78.55,339.05,1570.8,716.8,887.05,170.45,501.75,7396.45,3043.35,116.3,68110.7,142.7,152.55,158.6,41785.6,213.4,108.05,2164.15,33.1,239.2,118.6,2449.3,83.85,476.55,2317.4,2234.25,1120,854.8,431.15,988.35,388.15,226.5,1165.7,3412,1224.45,2114.7,2552.9,620.15,1464.05,6340.2,792.15,325.9,977.85,471.9,239.55,746.2,2270,16572.15,102.4,258.2,2942.4,726.4,1832.35,8196,1275.2,13329.8,1947.95,397.8,312.7,663.4,363.2,482.05,408.5,624.55,3721.6,901.25,362.9,121.85,978.75,1447,1970.05,229.2,3511.8,1586.35,108.6,703.7,1379.8,245.65,263.9,537.4,1557,1876.75,563.55,94.85,38498.2,1284.45,508.1,50.95,36.75,191.65,225,176.4,4319.55,1678.9,208.25,596.2,969.25,657.1,2340.85,2283.85,540.9,4250.75,3722,105,810.5,1194.35,2056.05,721,764.6,2627.45,1154.4,280.5,90.6,3670.2,3946.65,32.9,16512.4,853.4,3534.95,1873.95,3837.1,4223.05,2461.15,2428.4,1787.5,156.55,705.55,108.25,748.95,1087.15,23382.3,275.7,543.9,972.75,744.1,452.45,1045.9,1564.55
12-May-22,2177.4,2045.2,713.3,500.1,373.55,3580.85,196,117.45,3039.95,570.75,649.65,3585,5593.4,96.05,1684.15,218.3,604,705.4,45.4,327.95,13128.6,339.95,3216.85,333.4,192.75,920.75,167.05,1565.4,594.2,498.35,4233.4,322.2,3880,2384.65,141,85.45,150.3,390.55,32.45,771.25,1485.85,1199.55,1059.4,2150.45,1303.05,2401.2,405.85,262.5,2138.8,118.65,695.8,8.15,345.95,869.9,1508.8,122.1,252.9,461.1,624.8,468.85,1760.9,75.45,331.9,1526.15,694.15,865.25,163.65,500.15,7253.65,2954.95,114.8,67622.05,137.6,148.55,156.5,40915,209.8,106.4,2115,28.6,235.9,115.9,2399.4,80.7,462.65,2275.9,2194.35,1064.75,850,413.65,935.4,372.3,219.05,1117.7,3408.65,1212.8,2048.55,2504.4,602.25,1456.3,6185.45,764.95,314.25,949.4,473.8,236.25,740.7,2233.45,16780.65,99.75,252.2,2955.4,727.6,1783.95,8201.55,1239.05,12850.7,1910.2,381.6,304.15,660.2,363.5,472.35,414.2,609.2,3653.9,875.95,345.85,119.3,957.8,1405.5,1918.8,221.4,3401.1,1554.4,109.75,682.25,1320.95,235.2,259.55,566.95,1516.95,1840.05,547.25,92.1,37159.15,1249.1,488.85,49.45,34.8,183.45,217.85,168.3,4219,1631.25,201.55,578.85,961.6,620.65,2334.9,2300.9,535.75,4160.95,3588.1,100.7,791.7,1159,2038.75,709.15,748.15,2512.65,1110.9,280.05,88.85,3539.5,3887.95,32,16220,824.85,3500.1,1815.1,3701,4210.15,2410.7,2431.7,1755.65,146.65,703.25,101.7,736.25,1060.6,22627.4,266.4,538.9,974.1,738.05,438.85,1010.85,1559.15
13-May-22,2113.3,2054.15,705.9,506.7,359.1,3547.8,200.65,122.6,3064,562.55,635.95,3642.1,5515.75,95,1679.3,218.75,629.05,689.9,46.3,326.15,13098.7,336.95,3278.5,340.85,193.3,934.6,168.7,1602.45,605.8,500.8,4281.1,318.9,3924.3,2432.65,142.15,83.5,147.8,393.85,33.45,797.2,1475.1,1234.95,1052.15,2132.95,1291.35,2449.15,388,258.15,2194.1,117.75,677.35,8.35,372.65,872.35,1504.4,121.3,258.6,453.55,600.45,475.3,1779.55,75.05,330.8,1534.5,696.35,889.5,166.1,500.05,7101.95,2938.95,117.25,72050.9,136.1,144.15,153.55,41787.6,205.7,105.3,2121.75,29.3,236.3,114,2426.6,79.65,444.65,2300.5,2231.6,1061.6,882.5,409.95,919.25,404.3,222.8,1097,3414.9,1202.85,2091.7,2582.6,634.65,1427.65,6196.55,781.55,292.9,931.4,468.65,239.25,751.95,2290.6,16544.65,100.05,264.2,2905.75,741.55,1728.95,8266.4,1293.65,12608.3,1888.05,392.8,317.45,656.5,357.95,495.7,391.3,632.05,3743.25,883.05,353,119,1000.3,1408,1983.4,222.2,3371.4,1550,109.1,618.75,1340.9,239.1,250.3,568.95,1509.9,1770.05,550.75,92.15,34332.15,1280.4,489.4,49.65,34.55,186.9,218.4,168.3,4187.8,1624.8,182.85,571.7,975.45,651.8,2302.9,2285.25,538.35,4110.7,3502.7,99.05,822.55,1150.9,2016.25,715.95,740.5,2443.7,1119.4,275.25,89.25,3465.5,3920.05,32.6,16402.95,821.95,3230.7,1811.4,3594.25,4251.95,2382,2540.7,1746.45,148.05,684.1,110.85,715.7,1044.95,22565.35,280.2,526.65,964.8,737.6,431.65,1032,1554.65
16-May-22,2196.2,2105.9,712.5,515.95,368,3686.75,210.35,125.55,2999.9,551.1,638.95,3715.85,5645.4,99.85,1690.9,226.85,661.4,693.2,48.65,319.9,13209.55,336.1,3284.9,345.1,197.75,933.4,171.7,1581.15,618.85,496.8,4218.1,327.35,3888.4,2617.95,142.95,85.3,150.7,392.6,34.85,797.35,1452.25,1236,1044.55,2172.1,1305.1,2495.9,390.95,254.35,2217.25,118.85,683,9.4,377.55,885.9,1489.1,122.1,254.1,462.3,602.3,485.9,1812.85,77,344.65,1542.9,685.05,903.35,169.8,495.6,7247.6,2938.75,120.7,72528.4,137.85,148.25,153.5,42394,209.95,105.7,2114.65,29.55,235.2,115.55,2427.2,81.55,455,2299.85,2243.4,1090.55,885.6,411.15,921.6,405.35,226.6,1103.5,3376.8,1189.05,2109.6,2581.25,653.5,1435.45,6012.8,802.25,287.15,951.5,468,239.7,758.4,2251.8,16500.25,95.05,271.7,2906.4,739.15,1712.75,8240.3,1306.2,12655.25,2050.45,411.1,338.45,633.7,362.15,485.75,384.85,635.7,3795.7,889.55,351.85,122.1,992.5,1435,1977.8,227.6,3342.9,1645.3,110.75,623.8,1381.15,241.9,256.75,560.25,1600.4,1761,549.7,91.3,32377.05,1297.85,500.3,51.35,35.8,187.6,224.55,178.65,4200.05,1654.6,190.45,576.85,983.7,653.75,2390.85,2206.35,542.7,4094.8,3404.85,101.05,810.9,1178.1,1946.6,721.4,760.1,2477.9,1138.8,265.05,90.9,3547.2,3880.9,33.15,16218.85,811.4,3151.95,1874.75,3602.7,4204.9,2401.8,2572.4,1742.2,152.25,690.15,116.55,722.85,1044.65,21980.85,296.1,533.55,970.1,735.5,429.85,1039.15,1546.6
17-May-22,2225.85,2184.85,744.75,522.05,368.8,3813.15,214.9,127.55,3050,535.65,654.95,3742.9,5837.3,102.15,1763.1,232.75,678.15,707.05,49.95,330.45,13629.05,342.45,3368.85,349.05,202.75,938,184.55,1575.35,628.25,501.85,4303.35,334.1,3904,2706.7,144.95,86.7,154.2,402.4,36.4,819.6,1481.4,1252.65,1082.9,2190.55,1314,2523.5,428.4,255.85,2245,120.05,710,9.35,386.55,903.85,1518.45,124.4,264.7,483.8,641.85,495.5,1840.3,79.95,355.45,1604.1,690.9,910.8,175.15,503.05,7532.8,3070.85,126.55,74006.75,143.8,150.5,163.15,42087.05,213.1,109.45,2169.55,29.95,238.65,118.8,2529.15,85.7,467.3,2311.35,2334.3,1108.75,891.75,423.5,971.8,424.15,241.15,1188.7,3451.6,1198.2,2176.35,2618.1,676.15,1496.4,6107.75,817.35,321,988,486.65,246.05,772.75,2294.35,17636.1,102.1,280.05,2902.75,748.05,1752.75,8403.7,1315.4,12972.1,2127.2,420.7,341.55,641.4,383.9,489.75,405.9,659.7,3940.65,942.75,349.65,125.8,1008.1,1413.7,2052.05,242.2,3489.1,1618.85,114.95,639.2,1416.85,250.75,263.3,555.95,1671.65,1811.4,554.85,100.4,32678.9,1311.35,500.3,52.65,36.75,195.3,231.25,183,4271.35,1680.85,197.85,641.35,989,683.15,2394.15,2184.6,559.2,4281.85,3679,105.6,833.7,1211.9,1932.75,738.85,766.7,2574.7,1189.2,275.5,97.95,3641.25,3885.8,34.25,16323.4,833.7,3267,1982.85,3725.95,4245.45,2518.25,2603.1,1772.7,164,698.65,120.65,731.2,1070.4,22035.8,303.55,559.85,1007.9,734.25,440.25,1075.6,1559.05
18-May-22,2236.65,2181.1,759.8,520.4,361.1,3735,214.1,126.4,3100.1,559.6,659.45,3791.2,5815.2,99.45,1754.45,233.1,690.55,696.15,49.8,337.85,14186.25,331.9,3394.35,347.4,197.05,957.1,185.55,1606.05,621.25,509.8,4366.7,324.95,3905.8,2696,144.75,86.1,153.65,406.3,35.9,830.4,1487.35,1242.5,1073.7,2184.55,1313.9,2539,436.1,243.65,2291.4,122.1,707.35,9.2,389.25,903.15,1509.2,118.05,266.8,482.3,631.05,489.95,1846.8,78.7,358.9,1572.5,683.3,913.3,173.75,523.75,7566.55,3026.15,126.7,74687.65,142.55,148.5,163.2,42916.9,223.5,109.1,2162.95,29.7,227.9,118.05,2538.35,84.6,458,2350.25,2348.15,1097.7,899.15,422.15,980.35,415.15,237.7,1180.25,3448.8,1172.05,2166.75,2636.95,680.2,1499.15,6233.75,821.1,319.8,985.6,481.25,242.45,785.5,2279,17875.55,100.55,280.45,2945.1,750.3,1748.65,8426.75,1283.05,12762.15,2126.55,428.65,330.8,640.75,389.35,478.1,410.9,662.75,3950.35,929.5,348.9,124.85,1001.35,1422.2,2036.1,227.9,3504.4,1622.35,115,638.9,1361.05,263.1,266,573.7,1681,1775.1,550,100.7,32610.25,1285.35,502.7,52.3,36.45,195,226.8,182.65,4258.75,1696.4,200.9,646.15,988.45,671.75,2380.85,2051.95,566.9,4214,3775.25,104.55,837.6,1291.1,1753.45,735.4,765.4,2643.15,1186.55,276.5,97.7,3604.05,3885.4,34.2,16343.6,819.15,3223.5,1981.85,3857.65,4298.1,2626.85,2560.9,1785.05,162.1,700.95,119.6,740.3,1073.9,22501.3,308.65,556.55,984.55,754.3,434.3,1085.05,1567.4
19-May-22,2231,2114.75,732.8,514.05,364,3631.8,215.25,122.9,3046.9,522.85,650.2,3698.55,5707,96.3,1735.8,227.5,661.4,674.25,49.35,322.5,13393.65,326.65,3332.05,338.75,186.95,938,181.2,1564.6,606.7,492.1,4199.2,320.6,3929.45,2650.5,141.65,83.45,153.75,392.65,35.35,795.6,1457.8,1215.05,1009.4,2136.3,1287.05,2515.5,417,239,2264.55,116.3,690.3,8.9,365.85,866.25,1427.15,117.25,275.65,460.75,600.2,481.7,1783.4,75.3,354.45,1547.95,634.85,882.55,170.15,510.5,7404.55,2845.75,120.4,73434.75,140.1,148,160,41866.7,219.65,107.95,2117.85,29.2,228.3,116.2,2479.85,80.2,447.5,2294.6,2331.8,1078.5,884.6,404.4,952.1,398.65,228.45,1122.15,3261.95,1108.35,2111.95,2592.3,679.1,1458.6,6072.6,814,303.55,945.45,451.15,230.25,745,2275.05,18129.3,98.05,268.35,2917.1,733.2,1665.65,8235.6,1260.3,12413.85,2102.45,407.05,314.4,626.95,382.95,452.65,400.55,638.55,3664.8,908.65,336.2,124.9,991.45,1369.15,1981.75,228.4,3379.25,1598.35,108.3,608.35,1302.25,245.4,263.1,559.35,1685.75,1706.75,528.7,96.8,32004.45,1250.95,498.1,50.55,35,194.3,220.1,174.9,4149.35,1661.7,193.8,625.8,964.8,654.85,2322.95,1919.1,560.15,3991.85,3504,94.6,795.8,1272.55,1771.15,708.1,745.55,2457.65,1160.6,261.2,94.25,3402.05,3802.9,33.05,16094.25,792.2,3091.1,1894.05,3616.35,4261.65,2666.65,2517.8,1736.2,155.5,689.1,113.8,724.1,1056.65,22216.35,291,542.1,973.4,721.3,419.8,1036.65,1544.1
20-May-22,2239.4,2219.55,767.55,529.15,363,3668,216.75,130.35,3109.95,557.95,673.1,3787.8,5769.6,99.45,1752.95,234.95,674.2,687.9,53.1,340,14175.15,332.8,3450.25,356.85,194.4,978.4,185.95,1586.9,573.4,503.35,4304.8,331.5,4249.1,2707.8,144.1,85.3,156.3,407.5,36.6,758.4,1488.35,1229.35,1028.85,2201.6,1320.95,2590.15,429.1,243.95,2325.95,120.35,709.55,9.1,381.3,896.5,1455.15,116.95,280,478.8,631.1,487.55,1829.15,76.4,369.9,1610.1,638.4,903.8,170.35,528.55,7586.6,2899.85,124.35,74104.95,146.45,149.6,161.9,42568.6,227.95,108.85,2139.45,29.95,229.05,117.75,2624.45,83,462.4,2372.3,2337.7,1096,915.65,438.35,989.15,418,233.25,1170.6,3293,1130.9,2137.05,2664.7,684.55,1476.75,6128.65,808.25,314.4,975.15,459.6,238.7,767.05,2289.15,17950.45,99.85,271.25,3002.7,753.5,1683.7,8213.65,1310.2,12561.7,2113.15,423.2,316.95,630.35,383.5,471.6,396.05,645.85,3786.95,929.95,342.3,125.05,1008.7,1399.5,1964.85,234.25,3428.15,1637.4,108.85,635.9,1345.05,271.2,272.6,570.55,1757.2,1706.8,544.7,101.8,31470.9,1251.6,513.5,52.25,36,194.1,223,178.5,4276.25,1664.2,201.85,626.85,986.5,662.25,2449.15,1963.25,574.5,4043.5,3532.6,93.45,798.8,1294.2,1742.2,718.4,762.7,2459.05,1159.85,267.95,98.95,3489.9,3786.35,34.05,16862,799.35,3217.45,1916.35,3698.85,4353.9,2618.35,2556.55,1823.85,162.5,691.7,117.05,741.4,1071.35,22001.2,307.75,559.5,981.2,739.6,429.65,1086.95,1543.55
23-May-22,2213.4,2170.65,753.55,498.2,363.45,3716.95,218.85,135.8,3174.2,558.8,675.35,3786.15,5794,97.15,1765,231.4,690.6,685.85,51.1,338.05,14162.35,332.1,3487.05,362.5,190.65,970.05,184.3,1585.05,600.15,506.3,3897.9,330.9,4274.95,2741.3,143.3,85.1,153.2,404.15,36.65,752.55,1457.4,1245.45,1018.3,2175.95,1304,2624.7,413.15,237.5,2379.8,117,711.05,9.05,372.1,902.4,1468.4,117.7,274.5,395.55,547.55,485.4,1854.3,76.75,373.95,1644.15,618.5,941.9,171.85,531.65,7897.45,2971.4,126.2,73386.2,128.15,150.15,155.1,42184.9,225.5,108.7,2188.75,30.6,224.6,119,2606.9,73.95,460.9,2365.6,2306.05,1136.65,922.05,427.5,970.2,421.45,229.8,1022.95,3321.75,1142.9,2151.3,2616.55,695.9,1463.7,5916.3,791.25,305.65,995.65,466,237.9,763.95,2297.05,17737.7,100.05,273.5,2986.3,761.5,1700.9,8123.6,1339.95,12572.9,2081.75,412.9,313.95,626.1,378.1,474.4,404.35,651.4,3853.2,931.5,340.55,126.3,1014.7,1367.25,1941.4,233.05,3508.9,1635.15,107.55,661.85,1316.15,280.3,264.8,552.45,1815.8,1735.25,551.15,96.45,31002.95,1220.85,507.9,50.7,35.65,193.8,231.3,176.1,4279.15,1725.2,199.2,627.3,978.05,653.25,2436.35,1980.15,572.55,4147.15,3555.55,93.3,783.8,1287,1759.25,728.85,755.75,2520.1,1161.5,271,95.9,3520.4,3674.95,33.75,16994.3,787.85,3223.85,1885.8,3785.25,4412,2644.3,2543.2,1819.5,159.85,679.5,115.45,749.9,1076.5,21941.7,307.25,559.95,972.5,729.7,429.65,1065.3,1569.6
